餐厅名,种类,地址,评分,人均,链接
一芳台湾水果茶（濠园雅居店）,蛋糕甜点,金湾区藤达一路8号濠园雅居101号铺,4,44,https://www.meituan.com/meishi/185754380/
茶千岁（夏湾店）,蛋糕甜点,香洲区夏湾路海荣新园249号（夏湾总站对面小区铁门进，喜粤商行旁）,5,75,https://www.meituan.com/meishi/195394239/
茶爾,蛋糕甜点,香洲区香洲先烈路先烈巷1号2栋底层8号,5,54,https://www.meituan.com/meishi/589082367/
oops,蛋糕甜点,香洲区昌盛路口岸购物商场B1303铺,4.1,56,https://www.meituan.com/meishi/849541787/
Resound 皇茶（花花街店）,蛋糕甜点,香洲区南屏环屏路花街街一楼,5,88,https://www.meituan.com/meishi/90726615/
有间糖水（嘉园店）,蛋糕甜点,香洲区翠微西路翠微路688号（嘉园巴士站）,3.4,15,https://www.meituan.com/meishi/1055801583/
觅糖烘焙工作室,蛋糕甜点,香洲区梅华东路162号（华南名宇处，新野楼上）,3,16,https://www.meituan.com/meishi/1384641383/
风启达蛋糕（香洲店）,蛋糕甜点,香洲区心华路52号之二,4.3,95,https://www.meituan.com/meishi/1533542505/
曼甜SOUFFLE舒芙蕾（白莲新村店）,蛋糕甜点,香洲区白莲路168号（珠海四中附近）,5,56,https://www.meituan.com/meishi/1712650176/
小满手作总店,蛋糕甜点,香洲区南屏镇北山正街北四巷26号（杨氏大宗祠前100米，原外婆糖水小食铺）,5,61,https://www.meituan.com/meishi/119244698/
蓝波斯菊鲜汤火锅（日月贝店）,蛋糕甜点,香洲区渔湾路29号城建海韵城A区二层L2-8号（近日月贝）,4.2,31,https://www.meituan.com/meishi/150344350/
7仔芝士茶7仔鸡排,蛋糕甜点,香洲区南屏镇环屏路商业街4号楼一楼1A商铺,4.1,59,https://www.meituan.com/meishi/157794901/
御味园泥烩鸡,蛋糕甜点,斗门区582县道斗门镇南门村接霞庄西南（距离停车场280米）,4.5,72,https://www.meituan.com/meishi/162808862/
玥轩甜品店（奥园广场店）,蛋糕甜点,香洲区梅界路奥园广场步行街187号1082铺,5,61,https://www.meituan.com/meishi/188793419/
贡茶（双城汇店）,蛋糕甜点,香洲区珠海大道双城汇4023号商铺,4,58,https://www.meituan.com/meishi/163415397/
甜创意·甜品（南村总店）,蛋糕甜点,香洲区人民西路129号（裕馨花园处，南村巴士站后面）,5,44,https://www.meituan.com/meishi/164445262/
御黑堂,蛋糕甜点,香洲区桂花北路132号嗨森里广场铺位号A-1-2,4.5,75,https://www.meituan.com/meishi/189576283/
CHEERS CHEESE 干杯起司（夏湾店）,蛋糕甜点,香洲区粤华路270号首层12号商铺（宝珠新村处）,4,54,https://www.meituan.com/meishi/165127500/
九月法式西点,蛋糕甜点,香洲区吉大白莲路9号一层1号商铺,5,56,https://www.meituan.com/meishi/165751630/
昔遇麦坊（紫荆店）,蛋糕甜点,香洲区紫荆路266号B区（大碗菜对面）,3.5,15,https://www.meituan.com/meishi/166167980/
其其私房烘焙,蛋糕甜点,金湾区广安路201号欧邦花园2栋18号商铺,5,88,https://www.meituan.com/meishi/168856877/
李甜cake,蛋糕甜点,香洲区天朗海峰1栋2806室,3.7,95,https://www.meituan.com/meishi/169017573/
赵记传承（新香洲店）,蛋糕甜点,香洲区心华路3号（体育中心西门对面）,4.2,16,https://www.meituan.com/meishi/169491951/
GOIN芝士现泡茶（井岸店）,蛋糕甜点,斗门区井岸镇美湾街147号,4.6,56,https://www.meituan.com/meishi/171615083/
遇上Cake（夏湾总店）,蛋糕甜点,香洲区夏湾侨光路马赛公馆B05商铺,5,61,https://www.meituan.com/meishi/177450876/
royaltea皇冕皇茶（奥园店）,蛋糕甜点,香洲区梅界路奥园广场主楼步行街128号商铺,4.2,31,https://www.meituan.com/meishi/177538595/
Only you 只有你私房烘焙,蛋糕甜点,香洲区前山所前山夏村新乐街6号（颐和人家6号铺）,5,59,https://www.meituan.com/meishi/177616119/
CHEERS CHEESE 干杯起司（横琴中央汇店）,蛋糕甜点,香洲区香江路10号横琴中央汇商业街一楼,3.7,72,https://www.meituan.com/meishi/177949449/
喜悦烘焙,蛋糕甜点,香洲区粤华路287-1号,4.6,61,https://www.meituan.com/meishi/193060114/
HEYJUICE茶桔便（海北师大分校店）,蛋糕甜点,香洲区会同南路北京师范大学珠海分校海华苑四号楼二楼,3.8,58,https://www.meituan.com/meishi/179111784/
花澗茶客（吉大店）,蛋糕甜点,香洲区园林路61号,5,44,https://www.meituan.com/meishi/179353974/
喝喝•一杯专属你的茶（金域华府总店）,蛋糕甜点,香洲区心华路108号（金域华府处）,5,54,https://www.meituan.com/meishi/99668978/
绯茶F.TEA,蛋糕甜点,香洲区昌平路165号商铺,4.9,75,https://www.meituan.com/meishi/179647314/
PUTEA谱茶,蛋糕甜点,香洲区白石路兰埔花园7栋4单元101号（面对小城客栈右边，进去三米右转即到）,4.2,56,https://www.meituan.com/meishi/181444567/
芋观园（迎宾广场店）,蛋糕甜点,香洲区迎宾南路1144号迎宾广场6号,4.4,88,https://www.meituan.com/meishi/193907434/
面包好了,蛋糕甜点,香洲区景山路220号,4.5,15,https://www.meituan.com/meishi/185136030/
喝喝•一杯专属你的茶（五洲花城店）,蛋糕甜点,香洲区山场路104号之二商铺,4.7,16,https://www.meituan.com/meishi/194304093/
古の茶（奥园广场店）,蛋糕甜点,香洲区旅游路奥园二期负一楼,5,95,https://www.meituan.com/meishi/194478159/
喜凤梨纯鲜榨果汁（珠海百货店）,蛋糕甜点,香洲区吉大景山路222号百货广场一楼得一收银台对面（得一超市收银台处）,5,56,https://www.meituan.com/meishi/194636948/
瞄一喵猫咖,蛋糕甜点,香洲区金唐东路99号珠海信息港3栋（名创优品旁）,5,61,https://www.meituan.com/meishi/195227348/
面包和茶（中安广场店）,蛋糕甜点,香洲区港昌路258号中安广场一楼,5,31,https://www.meituan.com/meishi/191702713/
垚燚1點點,蛋糕甜点,斗门区连桥路大信新都汇负一楼BFC09铺,4.3,59,https://www.meituan.com/meishi/195842348/
幸福西饼,蛋糕甜点,香洲区警安街南利大厦504-506室,4.4,72,https://www.meituan.com/meishi/83361713/
余生有茶（前山店）,蛋糕甜点,香洲区明珠南路2051号（二城广场里面）,3.5,61,https://www.meituan.com/meishi/195986702/
合德记顺德双皮奶（拱北店）,蛋糕甜点,香洲区侨南街1号岭南路泰来花园20号商铺,4.1,58,https://www.meituan.com/meishi/192649143/
心语蛋糕店（明珠店）,蛋糕甜点,香洲区明珠北路20号,4.8,44,https://www.meituan.com/meishi/192784648/
小满手作（湾仔沙店）,蛋糕甜点,香洲区牛津街F座海城路48号,4.8,54,https://www.meituan.com/meishi/158838633/
LUCKING TEA 幸茶,蛋糕甜点,香洲区凤凰北路1118号首层A6商铺,4.6,75,https://www.meituan.com/meishi/562662178/
粤掌门广式糖水,蛋糕甜点,香洲区明珠南路1389号明珠商业广场新美百货北门入口第一卡,4.5,56,https://www.meituan.com/meishi/613813880/
小满手作（万科店）,蛋糕甜点,香洲区云峰路上冲万科城万科里商业街49号商铺,3.7,88,https://www.meituan.com/meishi/193356568/
西树泡芙（华发商都店）,蛋糕甜点,香洲区珠海大道8号（华发商都B馆二楼，寿司皇对面）,3.5,15,https://www.meituan.com/meishi/159097944/
旧时光,蛋糕甜点,香洲区海城路牛津街48号,5,95,https://www.meituan.com/meishi/749898356/
寻糖记,蛋糕甜点,香洲区前山所前山明珠南路1953号之1至之4层二城商业广场1层B05号,4.4,16,https://www.meituan.com/meishi/193921948/
一把青·人文茶餐厅,蛋糕甜点,香洲区山场路110号,4.9,56,https://www.meituan.com/meishi/194434470/
汉密哈顿为爱烘焙,蛋糕甜点,香洲区明珠南路2051号（前山二城广场一层）,3.5,61,https://www.meituan.com/meishi/194448633/
蜜芋贡茶（前山店）,蛋糕甜点,香洲区明珠南路1076-3号铺A+超市旁（明珠商业广场巴士站往上冲方向后面）,5,31,https://www.meituan.com/meishi/157750795/
CHEERS CHEESE干杯起司（拱北口岸店）,蛋糕甜点,香洲区口岸购物广场B1层DTB018商铺（关闸出口楼梯往下左侧）,3.6,59,https://www.meituan.com/meishi/156621068/
HEY JUICE茶桔便（井岸店）,蛋糕甜点,斗门区井岸步行街南天百货一楼门口（屈臣氏旁边）,3.5,72,https://www.meituan.com/meishi/1282350488/
奶香铺子·代餐酸奶,蛋糕甜点,香洲区吉大园林路52-102铺,3.5,61,https://www.meituan.com/meishi/194808833/
卡乐巴巴（仁恒星园店）,蛋糕甜点,香洲区人民西路仁恒星园商业街483-111号商铺,5,58,https://www.meituan.com/meishi/195614747/
玉川茶堂,蛋糕甜点,香洲区粤海东路1123号,3,44,https://www.meituan.com/meishi/195952353/
三朴古早坊（紫荆店）,蛋糕甜点,香洲区紫荆路203号（百汇城隔壁，南坑巴士站旁）,4.3,75,https://www.meituan.com/meishi/538272937/
朵瑞蜜【蜂蜜奶茶】,蛋糕甜点,香洲区金桔路,4.2,54,https://www.meituan.com/meishi/590975418/
赵记传承（奥园广场店）,蛋糕甜点,香洲区金桔路14号108商铺,3.5,56,https://www.meituan.com/meishi/718615955/
朝茶酉酒,蛋糕甜点,香洲区港三路夏湾西街34号之三,5,15,https://www.meituan.com/meishi/767450004/
盖乐星奶茶,蛋糕甜点,香洲区紫荆路88号,4.2,88,https://www.meituan.com/meishi/1165293817/
面包好了（富华里店）,蛋糕甜点,香洲区富华里品汇负一楼（星巴克旁边A座扶梯下去即到）,3.5,95,https://www.meituan.com/meishi/1385618141/
吉姆大师傅（中安世纪广场店）,蛋糕甜点,香洲区港昌路中安世纪广场一楼南门61号铺,4.1,16,https://www.meituan.com/meishi/1837651235/
茶悦,蛋糕甜点,香洲区银香路8号,5,56,https://www.meituan.com/meishi/1390447793/
情有独钟咖啡屋,蛋糕甜点,香洲区情侣中路88号之一海滨泳场4号配套用房（怡景湾大酒店对面）,3.6,61,https://www.meituan.com/meishi/98626838/
嘻饮力（吉莲店）,蛋糕甜点,香洲区白莲路72号四中斜对面,3.5,31,https://www.meituan.com/meishi/1643819454/
元气果汁（唐家店）,蛋糕甜点,香洲区唐淇路3035号（农业银行旁）（农业银行自助银行提款机旁）,4.5,59,https://www.meituan.com/meishi/159643947/
花稻创意料理,蛋糕甜点,香洲区吉大白莲路相思树下2期13号铺（通信大厦后面）,3.8,72,https://www.meituan.com/meishi/117998345/
古月木易换装饮品店,蛋糕甜点,斗门区大信新都汇对面鹏泰百货二楼,3.5,61,https://www.meituan.com/meishi/1983241953/
相思阁蛋糕坊,蛋糕甜点,香洲区翠微村长水街37号,3.5,58,https://www.meituan.com/meishi/157399339/
云歌贡茶,蛋糕甜点,香洲区兰埔路270号之5（佳食粥档转弯处，古春堂隔壁）,3.5,44,https://www.meituan.com/meishi/157805688/
royaltea皇茶（上栅店）,蛋糕甜点,香洲区唐家湾镇上栅大街68号商业中心45号商铺,5,54,https://www.meituan.com/meishi/158775037/
珍妮花园咖啡厅,蛋糕甜点,香洲区景园路1号亿科商务中心一层108号商铺,4.6,75,https://www.meituan.com/meishi/159431668/
冰村雪冰,蛋糕甜点,斗门区白蕉镇永福路5号商铺,4.4,56,https://www.meituan.com/meishi/160539207/
喜创皇茶（莲花路店）,蛋糕甜点,香洲区侨光路36-2号（华策酒店对面）,4.6,88,https://www.meituan.com/meishi/95869650/
麦佬汇Honey Kobo（五洲花城店）,蛋糕甜点,香洲区五洲花城二期c区南门口（山场路48-50号商铺）,4.3,15,https://www.meituan.com/meishi/160723243/
糖芝初·私人定制蛋糕,蛋糕甜点,香洲区凤凰北路1089号国子间一楼小区入口处,5,95,https://www.meituan.com/meishi/161829417/
royaltea皇茶（吉大店）,蛋糕甜点,香洲区园林路124号（财庙烧鸡旁）,4.6,16,https://www.meituan.com/meishi/157736151/
咕噜茶TEAGEEK,蛋糕甜点,香洲区前山所前山兰埔路158号钰海山庄111商铺,0,56,https://www.meituan.com/meishi/162049352/
COOKTEA茶语,蛋糕甜点,金湾区金海岸大道西257号（嘉珠时代广场麦当劳旁）,4.5,61,https://www.meituan.com/meishi/162077773/
CHEERS CHEESE 干杯起司（五洲花城店）,蛋糕甜点,香洲区香洲五洲世派街73号商鋪之一,4.8,31,https://www.meituan.com/meishi/162205340/
星期八时光餐厅（888街店）,蛋糕甜点,香洲区银桦路48号A栋潮联大厦内（余茂酒店楼下）,4.9,59,https://www.meituan.com/meishi/116616162/
royaltea 皇茶（box创意区店）,蛋糕甜点,香洲区环屏路14-16号（BOX创意园内）,4.3,72,https://www.meituan.com/meishi/160153985/
CoCo都可（诚丰广场店）,蛋糕甜点,香洲区明珠南路1101号诚丰广场2号楼3层L309号商铺,4.1,61,https://www.meituan.com/meishi/163123971/
糖糖蛋糕,蛋糕甜点,香洲区凤祥路18号前山新城17栋101商铺,4.1,58,https://www.meituan.com/meishi/163467416/
萃茶,蛋糕甜点,香洲区南虹二街10号成丰苑小区底商,4.4,44,https://www.meituan.com/meishi/163893062/
西树泡芙（海韵城店）,蛋糕甜点,香洲区渔湾路29号城建海韵城C区一层L1-44B号,5,75,https://www.meituan.com/meishi/164167070/
安记柳州螺蛳粉奶茶,蛋糕甜点,金湾区南水镇金龙路2号第首花园1栋1层135号商铺,3.5,54,https://www.meituan.com/meishi/164204402/
蛋仔小茶,蛋糕甜点,斗门区新民路步行街37号铺（新百百货对面北50米）,5,56,https://www.meituan.com/meishi/97823446/
多美蛋糕坊（官塘店）,蛋糕甜点,香洲区金鼎官塘赤企南新村巷15号一楼103房,5,15,https://www.meituan.com/meishi/150454836/
茶小猫,蛋糕甜点,香洲区大姑乸街12号商铺,4.3,88,https://www.meituan.com/meishi/164494080/
赵记传承（夏湾店）,蛋糕甜点,香洲区昌平路121号（夏湾中学斜对面）,3.5,95,https://www.meituan.com/meishi/164928292/
蝶香恋蛋糕店（泰和苑店）,蛋糕甜点,金湾区白藤二路泰和苑96号商铺,5,16,https://www.meituan.com/meishi/160522115/
花啡,蛋糕甜点,香洲区石花西路215号格力广场3期商业街46号,5,56,https://www.meituan.com/meishi/164944148/
喝喝一杯专属你的茶（奥园广场店）,蛋糕甜点,香洲区前山所前山梅界路第187-1005号铺,4,61,https://www.meituan.com/meishi/165797749/
酒窝甜品（仁恒星园店）,蛋糕甜点,香洲区人民西路仁恒星园商业街一楼（云南餐吧旁）,4.6,31,https://www.meituan.com/meishi/166596762/
珠海凤凰湾悦椿酒店·影吧Shadow Bar,蛋糕甜点,香洲区广东省珠海市高新区泉星东路9号 珠海凤凰湾悦椿酒店,3.5,59,https://www.meituan.com/meishi/169262370/
茶先森,蛋糕甜点,香洲区梅界路（奥园广场内）,4.9,72,https://www.meituan.com/meishi/169280498/
东坊古早,蛋糕甜点,香洲区华平路146号东坊古早蛋糕店（生鲜怡家超市隔壁）,5,58,https://www.meituan.com/meishi/169338550/
新鲜里·CICILIGHT（扬名广场店）,蛋糕甜点,香洲区凤凰南路1088号（扬名广场一期二楼永旺未来街市服务台侧往扬名二期通道处，小米之家旁边）,4.7,61,https://www.meituan.com/meishi/169496715/
面包和茶（奥园广场店）,蛋糕甜点,香洲区蓝盾路奥园广场L1-36,3.4,44,https://www.meituan.com/meishi/171962576/
徐其修凉茶,蛋糕甜点,香洲区明珠南路国政大酒店一楼,5,54,https://www.meituan.com/meishi/174859367/
皇茶royaltea（牛排杯）,蛋糕甜点,香洲区金鼎金晖园7号铺,4.4,75,https://www.meituan.com/meishi/152369795/
桃最（兴业店）,蛋糕甜点,香洲区兴业路8号（互连网咖处）,4.2,56,https://www.meituan.com/meishi/159335841/
御可贡茶（粤海东路店）,蛋糕甜点,香洲区拱北粤海东路1119-19号,3.8,15,https://www.meituan.com/meishi/159586132/
小确茶,蛋糕甜点,香洲区明珠南路诚丰广场03层L301-8号商铺,5,88,https://www.meituan.com/meishi/175306694/
赵记传承特色牛奶甜品（老香洲店）,蛋糕甜点,香洲区朝阳路103号,4.9,95,https://www.meituan.com/meishi/175388273/
瑞可爷爷ROYE（印象城店）,蛋糕甜点,香洲区香洲区明珠北路338号，印象城购物中心一楼,5,16,https://www.meituan.com/meishi/119903092/
半糖主义·私房蛋糕,蛋糕甜点,香洲区翠平街佳美商行旁,5,56,https://www.meituan.com/meishi/175508978/
御糖一品（红旗店）,蛋糕甜点,金湾区虹晖一路97号（广安大街市场旁）,3.9,61,https://www.meituan.com/meishi/177274604/
乌泷·台湾鲜焙原生茶（斗门店）,蛋糕甜点,斗门区江湾三路91号,4.8,31,https://www.meituan.com/meishi/177450138/
一芳台湾水果茶（新香洲店）,蛋糕甜点,香洲区安富街42号（采蝶轩对面）,3.8,59,https://www.meituan.com/meishi/177619273/
Nobibi冰淇淋,蛋糕甜点,香洲区夏湾路诗画咖啡一楼,3.5,72,https://www.meituan.com/meishi/177808772/
FizzChá菲茶,蛋糕甜点,香洲区九洲大道西1003号（菲士空间设计内）,4.2,61,https://www.meituan.com/meishi/177870553/
绿蝶轩蛋糕,蛋糕甜点,香洲区拱北莲花路320号,4.6,58,https://www.meituan.com/meishi/73910995/
一芳台湾水果茶（诚丰广场店）,蛋糕甜点,香洲区明珠南路诚丰广场负一楼,4.6,44,https://www.meituan.com/meishi/178041613/
咖喱宅厨（奥园店）,蛋糕甜点,香洲区梅界路珠海奥园广场HY5栋1楼106号商铺,3.9,54,https://www.meituan.com/meishi/178249499/
红飞果汇,蛋糕甜点,香洲区沿河东路143号（凤凰北公交站往为农市场方向走约40米，4、5路公交车凤凰北总站旁）,4.9,75,https://www.meituan.com/meishi/94841144/
